Edu_Level,Family_Status,Annual_Income,Kids_Count,Teens_Count,Last_Visit,Spent_Wines,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Promo_Purchases,Web_Orders,Catalog_Orders,Store_Orders,Web_Visits,Campaign_1,Campaign_2,Campaign_3,Campaign_4,Campaign_5,Complaint_Flag,Contact_Cost,Total_Revenue,Next_Purchase,Reg_Days_Since,Age
2,3,-0.762864186828509,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,-0.3033906136685063,-0.7644822019696063
4,4,-0.6449956202253669,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,0.19845904060442912,-1.0145545886596479
2,3,0.4859373587694347,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,-0.8748035863555119,-0.7644822019696063
2,4,-0.03812381731802612,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0.11398929681591524,-1.0979120508896618
4,5,0.5124666293453336,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,-1.6797505565754676,0.9026670426306715
3,3,0.9659795970124411,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,3,11,0,-1.0437430739325397,1.402811816010755
3,5,0.6601265842396332,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,3,11,0,-0.9841173724347652,1.0693819670906994
3,4,0.6851623551386667,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,-0.6114567380736745,0.3191648070205743
2,3,0.921803448675685,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,0.4618058888862665,1.4861692782407687
4,3,-0.5790065160817607,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,1.1375638391943774,-0.7644822019696063
3,5,-0.7181771043917725,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,3,11,0,-0.9741797555184694,-0.5144098152795646
2,6,0.047320085247906075,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,1.2170647745247436,1.319454353780741
2,4,-0.6974253194079583,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0.36739852818145685,0.23580734479056042
4,3,0.42435014841027385,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,-0.20401444450554876,0.15244988256054653
4,2,0.31854748709128144,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,-0.14935755146592214,-0.5144098152795646
2,4,-0.9123320623842772,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,-0.44748605895479465,-1.5146993620397313
2,2,-0.140389242560232,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,0,-0.8897100117299556,0.23580734479056042
2,5,0.2542090931168422,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,3,11,0,0.5363380157584846,-0.014265041899481263
4,2,-0.28993572336215107,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,-0.48723652661997763,1.7362416649308106
2,3,-1.3104283315150624,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,3,11,0,-0.21395206142184453,-0.931197126429634
2,4,-0.8436703798715433,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,3,11,1,1.2071271576084477,0.4858797314806021
2,6,-0.4660900799861198,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,3,11,0,-0.4176732082059074,-0.014265041899481263
3,5,-1.387579380612084,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,-1.0934311585140184,0.7359521181706438
4,5,-0.5601412570055658,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0.05436359531814074,-1.4313418998097174
2,2,-0.506886202738391,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,1.0133436277406807,0.569237193710616
0,5,-0.8527099831788866,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,-0.005262106179633762,0.15244988256054653
2,5,0.6870488810462861,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,3,11,0,0.22330308289516848,-0.18097996635950905
4,2,-0.6589873540402115,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,-1.7493138749895378,-0.09762250412949515
2,3,-0.7694670275051771,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0.6108701426307027,1.4861692782407687
2,5,1.2339055785174824,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,0.29286640130923874,1.402811816010755
2,3,-0.38351526890469223,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,-0.18413921067295727,-1.8481292109597869
2,3,0.407607230980151,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,0.29783520976738664,1.236096891550727
3,4,-1.4068769685421083,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,-1.4014972829191867,-0.8478396641996202
2,3,1.5679778746584316,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,-0.9393980963114343,1.7362416649308106
4,4,-0.13877783501414034,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,-1.3716844321702995,0.4858797314806021
3,5,1.4412662178633233,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,-1.2424954122584546,0.8193095804006577
2,3,-1.027567353241367,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0.084176446067028,-0.014265041899481263
2,3,0.71404978309909,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,0.084176446067028,-0.09762250412949515
3,3,-0.996282465273344,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0.47671231426071015,-1.1812695131196758
0,3,-0.36940562722062154,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,-1.2474642207166025,-0.3476948908195368
2,4,1.6931567291535992,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,3,11,1,1.0878757546128988,-2.0982015976498287
4,3,-0.741562165121639,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0.9089986501195753,-0.014265041899481263
4,3,0.036511863902169484,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,1.43569234668325,0.4858797314806021
2,5,0.3334824838599357,0,1,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,3,11,0,-0.94933571322773,-0.5144098152795646
2,2,1.1363171654212498,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,-1.143119243095497,-1.5146993620397313
3,3,0.2713843394007945,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,-1.431310133668074,1.319454353780741
2,6,0.5613197898280631,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,1.4953180481810244,-0.09762250412949515
4,5,-1.7927501218964423,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,1.0630317123221593,0.9860245048606855
4,4,-0.8823441609777426,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,0.7301215456262518,-1.4313418998097174
2,2,0.12521788418336036,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,3,11,0,1.1872519237758563,-0.18097996635950905
2,3,-0.977692324558677,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,0.5313692073003368,-0.5144098152795646
2,5,1.6481552257322594,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,0.6357141849214422,1.319454353780741
2,5,1.2339055785174824,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,0.29286640130923874,1.402811816010755
2,4,0.24505158194027263,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0,-1.6946569819499113,-1.0145545886596479
4,3,-0.25656779637113153,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,3,11,0,-1.2077137530514195,-1.4313418998097174
2,3,0.05270454460923667,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,-1.187838519218828,1.4861692782407687
0,3,-1.4227945308876477,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,-1.51081106899844,-1.5980568242697453
4,3,4.118678809629192,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,-1.1629944769280887,-0.3476948908195368
3,2,-0.5196202526148225,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,0.3028040182255345,0.7359521181706438
2,3,0.1708482295739065,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,0.7152151202518081,-0.014265041899481263
2,3,0.5770408390582253,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,0.5264003988421889,1.0693819670906994
4,5,1.0416371464325973,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1.43569234668325,0.9026670426306715
4,3,-0.06205911477094825,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,-1.7095634073243549,1.402811816010755
2,4,0.7794886505196406,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,-0.045012573844816765,1.4861692782407687
3,5,-0.06095864132483689,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,0.9089986501195753,1.0693819670906994
3,3,1.0883679652692548,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,0.8940922247451316,-1.4313418998097174
2,4,-0.08100297909329383,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,-1.6002496212451016,0.9860245048606855
2,3,0.6511262835553653,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,1.1425326476525255,-0.09762250412949515
1,4,-1.324616578445284,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,-1.6052184297032495,-1.9314866731898008
2,4,1.1306575876983913,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,-0.045012573844816765,-1.6814142864997592
3,2,-0.4368096257949425,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,-0.8400219271484768,0.06909242033053263
2,3,-0.9901905586966561,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-0.5965503126992309,-1.2646269753496897
2,3,-1.350006072951996,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,-0.13445112609147852,1.9029565893908382
0,5,1.1662264615816336,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,-0.1791704022148094,0.569237193710616
2,4,-0.8073547561498683,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0,0.6357141849214422,-0.2643374285895229
4,5,0.1621623498742418,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,0.3276480605162739,0.15244988256054653
2,5,0.060054135124337556,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,0.15870857293924612,0.9026670426306715
2,5,-0.5957101308888081,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,0.4121178043047877,-1.1812695131196758
3,3,-0.6410653579178264,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,-0.03010614847037314,-0.09762250412949515
3,5,0.5124273267222582,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,3,11,0,-0.9145540540206949,0.9860245048606855
4,5,0.8568362127320392,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,-0.994054989351061,0.9026670426306715
4,2,0.09864931098438605,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,0.8543417570799486,0.6525946559406299
2,3,0.5472494507670678,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,0.13883333910665463,-0.7644822019696063
2,3,0.9648398209432544,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,3,11,0,0.8940922247451316,1.1527394293207132
2,3,-0.9906228875504856,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,-1.192807327676976,-0.8478396641996202
2,4,-0.1765083531665299,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,3,11,0,0.8543417570799486,1.402811816010755
2,4,1.3200962309218474,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,0.9388115008684625,-1.8481292109597869
2,3,0.9161438709528266,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,-0.5319558027433086,-0.014265041899481263
2,2,0.7669904163816615,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,3,11,0,0.25311593364405577,0.9026670426306715
4,3,0.259907973462776,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,-0.42264201666405526,0.15244988256054653
4,4,-0.6175623893187338,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0.3028040182255345,0.4858797314806021
2,5,-1.1094347171074372,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,-0.20401444450554876,0.8193095804006577
2,3,1.153374503835976,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,1.276690476022518,1.402811816010755
2,3,-1.3174241984224846,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,0.7152151202518081,-1.764771748729773
4,3,0.4017118375188401,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,-1.028836648558096,1.236096891550727
2,3,-0.8575049031940861,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,-0.010230914637781637,-0.43105235304955075
0,5,-1.6524790601403192,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,-1.4809982182495527,-1.6814142864997592
2,5,1.4108852902260347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,0.03448836148554924,0.6525946559406299
0,3,0.08807690537710189,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,-0.5965503126992309,-0.18097996635950905
3,5,-0.5435162474446692,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,0.29783520976738664,0.4858797314806021
4,3,-1.3151053436610358,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,-1.5754055789543624,-1.2646269753496897
4,5,-0.0101796523114126,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,3,11,0,-1.500873452082144,-0.5977672775095785
3,3,0.45064360324772035,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,-0.09966946688444339,1.0693819670906994
2,3,0.7271768592062755,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0.3326168689744217,-1.3479844375797037
4,3,-1.1363570139140902,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,-1.6350312804521367,-1.1812695131196758
4,2,-1.4777789005701403,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,0.039457169943697114,-0.5977672775095785
2,3,-0.762864186828509,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,-0.3033906136685063,-0.7644822019696063
2,3,0.9783992259042693,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,3,11,0,-1.6598753227428762,0.3191648070205743
2,2,-0.43382262644121167,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,-0.7456145664436672,-1.4313418998097174
2,5,-0.5463853389291738,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,3,11,0,-0.24376491217073176,-1.0145545886596479
4,3,-0.5517697982905044,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,3,11,1,1.4853804312647287,-0.43105235304955075
2,3,0.6303351959484756,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,3,11,0,0.8841546078288359,-1.5980568242697453
2,3,1.5919917773575045,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,-0.1990456360474009,-0.3476948908195368
2,5,0.6651180173702097,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,0.7003086948773645,1.6528842027007966
4,3,0.5206022723219427,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,-1.0188990316418003,0.7359521181706438
4,3,-0.2700092934629203,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,-0.20401444450554876,1.7362416649308106
4,3,-1.9032690979844835,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,-1.7294386411569465,0.4858797314806021
2,5,-1.4116718885573079,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,3,11,0,-1.704594598866207,-0.7644822019696063
2,3,-1.1924811596657696,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,-1.500873452082144,-0.6811247397395924
2,3,-0.06775799511688209,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,3,11,0,0.7301215456262518,1.319454353780741
2,4,1.1744800124274688,0,0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,3,11,1,1.4704740058902852,0.6525946559406299
2,2,-0.7256446027760997,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0.5860261003399634,-0.09762250412949515
0,3,-1.479861939593137,1,0,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,3,11,1,1.4704740058902852,-1.2646269753496897
4,5,0.5019335263611249,0,0,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,3,11,1,1.5400373243043555,0.3191648070205743
4,5,1.1446886241363112,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,3,11,0,-1.4511853675006654,1.8195991271608243
3,4,-0.8278707253952301,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,1.077938137696603,-1.2646269753496897
2,4,0.10965404544549967,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0,-0.020168531554077388,-0.18097996635950905
3,3,0.2435580822634072,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,0.14877095602295037,0.569237193710616
2,3,-0.3202773483763643,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,0.084176446067028,0.3191648070205743
2,3,0.33859182485973843,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,1.554943749678799,-0.5977672775095785
2,5,-1.1662663100744741,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0.10405167989961948,-0.7644822019696063
2,4,-1.6587281772093085,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,0.2779599759347951,-0.18097996635950905
2,3,0.49745302733052865,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,-1.5803743874125102,-0.5144098152795646
3,3,1.2066688607262261,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,0.7450279710006954,-0.2643374285895229
2,3,0.8347088359405858,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,-0.7008952903203363,-1.764771748729773
3,4,1.5009275996917895,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,-1.0834935415977227,-1.8481292109597869
2,5,0.7603875757049934,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0,-0.5269869942851606,-0.18097996635950905
4,4,0.42093082020271355,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,1.2270023914410393,-0.43105235304955075
2,3,-0.03812381731802612,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,0.1835526152299855,-1.6814142864997592
4,3,1.2446351946170682,0,0,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,3,11,0,-1.5157798774565878,1.0693819670906994
4,3,-0.7016700027001022,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1,0.4369618465955271,-0.43105235304955075
2,5,0.14950690524396115,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,1.0680005207803072,0.4858797314806021
4,6,0.06532068661644193,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,-0.22885848679628815,0.3191648070205743
0,3,-0.6589087487940606,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,-1.4213725167517781,-1.2646269753496897
2,4,0.5547955543975457,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1.077938137696603,0.569237193710616
2,2,-0.9917626636196722,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,3,11,0,0.8344665232473572,0.6525946559406299
2,5,1.3882469793346008,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,0.24317831672776,0.8193095804006577
3,2,-0.7462391772676124,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,-0.1394199345496264,-0.8478396641996202
2,2,0.7711957970507299,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,0.7251527371681039,1.236096891550727
3,3,0.011829816610814644,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0,0.7748408217495827,1.1527394293207132
3,4,-0.05207624850979518,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,-0.8002714594832938,1.1527394293207132
4,3,0.6543490986475485,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,0.7152151202518081,1.6528842027007966
2,3,0.24163225373271233,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,3,11,0,1.1524702645688212,-0.5977672775095785
3,5,-0.7230113270300474,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,1.5052556650973203,0.06909242033053263
2,4,0.7100409155453986,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,-0.5120805689107171,-2.0148441354198146
2,4,-0.10540990802312084,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,3,11,0,0.3425544858907175,-1.8481292109597869
2,4,1.0673803645469881,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,0.39721137893034414,-1.2646269753496897
2,3,-0.401122844042474,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,-0.7654898002762587,0.8193095804006577
2,5,1.2339055785174824,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,0.29286640130923874,1.402811816010755
2,4,-0.5426122871139348,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,-0.7058640987784841,-0.7644822019696063
4,2,0.1919537381653994,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,1.4456299635995458,1.236096891550727
0,5,-0.4484432022252626,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,-0.07482542459370402,-1.0979120508896618
3,4,0.4057207050725315,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,0.2580847421022036,-0.014265041899481263
2,3,0.07612890796217853,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,0.26802235901849936,-1.0145545886596479
2,3,1.1128141968221572,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,-0.1791704022148094,1.5695267404707827
3,3,-0.18240374662784078,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,-0.5071117604525691,-0.5144098152795646
3,4,1.5882187255422655,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,3,11,0,1.311472135229553,-1.9314866731898008
0,3,-1.1984944609963069,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,-0.29345299675221054,-1.4313418998097174
2,3,0.6801709220080902,0,0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,3,11,0,-0.4176732082059074,1.9863140516208522
0,3,-1.1516064316673476,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,-1.108337583888462,-1.3479844375797037
4,3,0.5904430335269387,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,-0.3977979743733159,1.8195991271608243
1,4,-1.103696534138428,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,0.5562132495910761,-1.0979120508896618
3,5,-1.2350852030795096,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,0.029519553027401363,-0.5977672775095785
1,4,-1.4319913446872925,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,0.5711196749655197,-0.8478396641996202
3,4,0.11008637429932913,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,1.3015345183132574,0.3191648070205743
3,3,-0.040757093064078306,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,-0.8648659694392161,0.9026670426306715
